t_rec_s,t_s,ts,set,pid,armed,T_cal,power,T3,T7,T12,Tamb,T3_raw,T7_raw,T12_raw,Tamb_raw,f3,f7,f12,famb
0.0,379.703,380078.0,-20.0,1.0,1.0,-19.8229,86.6,-12.3393,-7.9932,-0.2205,7.5547,-14.3516,-9.6016,-0.9531,7.5547,0.0,0.0,0.0,0.0
0.10000000000002274,379.803,380178.0,-20.0,1.0,1.0,-20.0036,86.2,-12.3686,-7.9859,-0.3469,7.6797,-14.3828,-9.5937,-1.0859,7.6797,0.0,0.0,0.0,0.0
0.20000000000004547,379.903,380278.0,-20.0,1.0,1.0,-19.7326,86.8,-12.3174,-8.0225,-0.2353,7.8047,-14.3281,-9.6328,-0.9688,7.8047,0.0,0.0,0.0,0.0
0.30000000000001137,380.003,380378.0,-20.0,1.0,1.0,-20.1241,86.0,-12.354,-8.0225,-0.2353,8.0625,-14.3672,-9.6328,-0.9688,8.0625,0.0,0.0,0.0,0.0
0.4000000000000341,380.103,380478.0,-20.0,1.0,1.0,-20.0939,86.0,-12.3174,-8.0812,-0.2725,8.1484,-14.3281,-9.6953,-1.0078,8.1484,0.0,0.0,0.0,0.0
0.5,380.203,380578.0,-20.0,1.0,1.0,-20.0337,86.2,-12.427,-7.9932,-0.2725,8.1484,-14.4453,-9.6016,-1.0078,8.1484,0.0,0.0,0.0,0.0
0.6000000000000227,380.303,380678.0,-20.0,1.0,1.0,-20.1542,85.9,-12.4416,-8.0225,-0.2874,8.1719,-14.4609,-9.6328,-1.0234,8.1719,0.0,0.0,0.0,0.0
0.7000000000000455,380.403,380778.0,-20.0,1.0,1.0,-19.8831,86.5,-12.3905,-8.0445,-0.2205,7.9531,-14.4062,-9.6562,-0.9531,7.9531,0.0,0.0,0.0,0.0
0.8000000000000114,380.503,380878.0,-20.0,1.0,1.0,-19.8831,86.5,-12.4416,-8.1252,-0.2874,8.0156,-14.4609,-9.7422,-1.0234,8.0156,0.0,0.0,0.0,0.0
0.9000000000000341,380.603,380978.0,-20.0,1.0,1.0,-19.9133,86.4,-12.354,-8.0445,-0.3246,8.0781,-14.3672,-9.6562,-1.0625,8.0781,0.0,0.0,0.0,0.0
1.0,380.703,381078.0,-20.0,1.0,1.0,-19.7928,86.7,-12.3759,-8.0299,-0.3246,7.9375,-14.3906,-9.6406,-1.0625,7.9375,0.0,0.0,0.0,0.0
1.1000000000000227,380.803,381178.0,-20.0,1.0,1.0,-20.0337,86.2,-12.3393,-7.9859,-0.3618,8.0234,-14.3516,-9.5937,-1.1016,8.0234,0.0,0.0,0.0,0.0
1.2000000000000455,380.903,381278.0,-20.0,1.0,1.0,-19.7024,86.8,-12.4124,-8.0225,-0.2725,8.0234,-14.4297,-9.6328,-1.0078,8.0234,0.0,0.0,0.0,0.0
1.3000000000000114,381.003,381378.0,-20.0,1.0,1.0,-19.8831,86.5,-12.3393,-8.0958,-0.3618,7.875,-14.3516,-9.7109,-1.1016,7.875,0.0,0.0,0.0,0.0
1.400000000000034,381.103,381478.0,-20.0,1.0,1.0,-20.1542,85.9,-12.3393,-8.1032,-0.3841,7.7109,-14.3516,-9.7187,-1.125,7.7109,0.0,0.0,0.0,0.0
1.5,381.203,381578.0,-20.0,1.0,1.0,-19.8229,86.6,-12.3028,-8.0445,-0.3841,7.6797,-14.3125,-9.6562,-1.125,7.6797,0.0,0.0,0.0,0.0
1.6000000000000227,381.303,381678.0,-20.0,1.0,1.0,-20.0939,86.1,-12.2809,-8.0445,-0.2949,7.6406,-14.2891,-9.6562,-1.0313,7.6406,0.0,0.0,0.0,0.0
1.7000000000000455,381.403,381778.0,-20.0,1.0,1.0,-20.1241,86.0,-12.3759,-8.0665,-0.2577,7.5625,-14.3906,-9.6797,-0.9922,7.5625,0.0,0.0,0.0,0.0
1.8000000000000114,381.503,381878.0,-20.0,1.0,1.0,-20.0939,86.1,-12.3028,-8.0592,-0.3618,7.5312,-14.3125,-9.6719,-1.1016,7.5312,0.0,0.0,0.0,0.0
1.900000000000034,381.603,381978.0,-20.0,1.0,1.0,-19.9735,86.3,-12.4051,-8.0225,-0.3618,7.4297,-14.4219,-9.6328,-1.1016,7.4297,0.0,0.0,0.0,0.0
2.0,381.703,382078.0,-20.0,1.0,1.0,-19.9434,86.4,-12.4635,-8.0958,-0.3097,7.375,-14.4844,-9.7109,-1.0469,7.375,0.0,0.0,0.0,0.0
2.1000000000000227,381.803,382178.0,-20.0,1.0,1.0,-19.9735,86.3,-12.4051,-8.0445,-0.3693,7.3125,-14.4219,-9.6562,-1.1094,7.3125,0.0,0.0,0.0,0.0
2.2000000000000455,381.903,382278.0,-20.0,1.0,1.0,-20.0036,86.2,-12.4124,-8.0665,-0.3841,7.2422,-14.4297,-9.6797,-1.125,7.2422,0.0,0.0,0.0,0.0
2.3000000000000114,382.003,382378.0,-20.0,1.0,1.0,-19.9735,86.3,-12.4051,-8.1545,-0.2725,7.2031,-14.4219,-9.7734,-1.0078,7.2031,0.0,0.0,0.0,0.0
2.400000000000034,382.103,382478.0,-20.0,1.0,1.0,-20.2144,85.8,-12.3028,-8.0958,-0.3097,7.3047,-14.3125,-9.7109,-1.0469,7.3047,0.0,0.0,0.0,0.0
2.5,382.203,382578.0,-20.0,1.0,1.0,-19.4615,87.3,-12.354,-8.1032,-0.3097,7.3906,-14.3672,-9.7187,-1.0469,7.3906,0.0,0.0,0.0,0.0
2.6000000000000227,382.303,382678.0,-20.0,1.0,1.0,-20.1542,85.9,-12.427,-8.0958,-0.2725,7.7266,-14.4453,-9.7109,-1.0078,7.7266,0.0,0.0,0.0,0.0
2.7000000000000455,382.403,382778.0,-20.0,1.0,1.0,-19.8831,86.5,-12.4781,-8.0592,-0.1981,7.8047,-14.5,-9.6719,-0.9297,7.8047,0.0,0.0,0.0,0.0
2.8000000000000114,382.503,382878.0,-20.0,1.0,1.0,-19.9434,86.4,-12.427,-8.1618,-0.3841,7.8906,-14.4453,-9.7812,-1.125,7.8906,0.0,0.0,0.0,0.0
2.900000000000034,382.603,382978.0,-20.0,1.0,1.0,-20.0036,86.2,-12.332,-8.1545,-0.399,7.7266,-14.3437,-9.7734,-1.1406,7.7266,0.0,0.0,0.0,0.0
3.0,382.703,383078.0,-20.0,1.0,1.0,-19.7024,86.9,-12.3393,-8.0958,-0.4139,7.7266,-14.3516,-9.7109,-1.1563,7.7266,0.0,0.0,0.0,0.0
3.1000000000000227,382.803,383178.0,-20.0,1.0,1.0,-19.8831,86.5,-12.4051,-8.0812,-0.4734,7.7891,-14.4219,-9.6953,-1.2188,7.7891,0.0,0.0,0.0,0.0
3.2000000000000455,382.903,383278.0,-20.0,1.0,1.0,-19.7627,86.7,-12.4489,-8.1178,-0.3841,7.6797,-14.4687,-9.7344,-1.125,7.6797,0.0,0.0,0.0,0.0
3.3000000000000114,383.003,383378.0,-20.0,1.0,1.0,-20.1542,86.0,-12.3686,-8.0665,-0.399,7.5,-14.3828,-9.6797,-1.1406,7.5,0.0,0.0,0.0,0.0
3.400000000000034,383.103,383478.0,-20.0,1.0,1.0,-19.8229,86.6,-12.5,-8.0812,-0.3618,7.2891,-14.5234,-9.6953,-1.1016,7.2891,0.0,0.0,0.0,0.0
3.5,383.203,383578.0,-20.0,1.0,1.0,-20.0036,86.3,-12.5146,-8.0812,-0.3469,7.2422,-14.5391,-9.6953,-1.0859,7.2422,0.0,0.0,0.0,0.0
3.6000000000000227,383.303,383678.0,-20.0,1.0,1.0,-19.8229,86.6,-12.4124,-8.0299,-0.3469,7.1562,-14.4297,-9.6406,-1.0859,7.1562,0.0,0.0,0.0,0.0
3.7000000000000455,383.403,383778.0,-20.0,1.0,1.0,-20.0036,86.3,-12.4416,-8.0299,-0.3618,7.2266,-14.4609,-9.6406,-1.1016,7.2266,0.0,0.0,0.0,0.0
3.8000000000000114,383.503,383878.0,-20.0,1.0,1.0,-19.853,86.6,-12.4416,-8.1618,-0.3841,7.25,-14.4609,-9.7812,-1.125,7.25,0.0,0.0,0.0,0.0
3.900000000000034,383.603,383978.0,-20.0,1.0,1.0,-19.7928,86.7,-12.4854,-8.0958,-0.3693,7.125,-14.5078,-9.7109,-1.1094,7.125,0.0,0.0,0.0,0.0
4.0,383.703,384078.0,-20.0,1.0,1.0,-19.8229,86.6,-12.4854,-8.1545,-0.3246,7.1875,-14.5078,-9.7734,-1.0625,7.1875,0.0,0.0,0.0,0.0
4.100000000000023,383.803,384178.0,-20.0,1.0,1.0,-19.9434,86.4,-12.3759,-8.0958,-0.4065,7.1016,-14.3906,-9.7109,-1.1484,7.1016,0.0,0.0,0.0,0.0
4.2000000000000455,383.903,384278.0,-20.0,1.0,1.0,-19.9133,86.5,-12.3759,-8.0665,-0.3841,6.9766,-14.3906,-9.6797,-1.125,6.9766,0.0,0.0,0.0,0.0
4.300000000000011,384.003,384378.0,-20.0,1.0,1.0,-20.0939,86.1,-12.4416,-8.0665,-0.3246,7.0156,-14.4609,-9.6797,-1.0625,7.0156,0.0,0.0,0.0,0.0
4.400000000000034,384.103,384478.0,-20.0,1.0,1.0,-20.0939,86.1,-12.427,-8.1252,-0.3693,7.1016,-14.4453,-9.7422,-1.1094,7.1016,0.0,0.0,0.0,0.0
4.5,384.203,384578.0,-20.0,1.0,1.0,-19.8229,86.6,-12.5365,-8.1252,-0.2949,7.0547,-14.5625,-9.7422,-1.0313,7.0547,0.0,0.0,0.0,0.0
4.600000000000023,384.303,384678.0,-20.0,1.0,1.0,-20.0337,86.2,-12.5584,-8.1545,-0.3841,6.9922,-14.5859,-9.7734,-1.125,6.9922,0.0,0.0,0.0,0.0
4.7000000000000455,384.403,384778.0,-20.0,1.0,1.0,-19.9133,86.5,-12.5146,-8.0665,-0.4065,6.9297,-14.5391,-9.6797,-1.1484,6.9297,0.0,0.0,0.0,0.0
4.800000000000011,384.503,384878.0,-20.0,1.0,1.0,-19.9735,86.3,-12.3905,-8.0958,-0.4139,6.9922,-14.4062,-9.7109,-1.1563,6.9922,0.0,0.0,0.0,0.0
4.900000000000034,384.603,384978.0,-20.0,1.0,1.0,-20.0337,86.2,-12.4051,-8.1032,-0.4288,7.0625,-14.4219,-9.7187,-1.1719,7.0625,0.0,0.0,0.0,0.0
5.0,384.703,385078.0,-20.0,1.0,1.0,-20.1843,85.9,-12.4051,-8.0958,-0.4511,7.0312,-14.4219,-9.7109,-1.1953,7.0312,0.0,0.0,0.0,0.0
5.100000000000023,384.803,385178.0,-20.0,1.0,1.0,-19.9133,86.5,-12.5,-8.1032,-0.4065,6.9297,-14.5234,-9.7187,-1.1484,6.9297,0.0,0.0,0.0,0.0
5.2000000000000455,384.903,385278.0,-20.0,1.0,1.0,-19.7024,86.9,-12.3686,-8.0812,-0.4139,6.9687,-14.3828,-9.6953,-1.1563,6.9687,0.0,0.0,0.0,0.0
5.300000000000011,385.003,385378.0,-20.0,1.0,1.0,-19.8831,86.5,-12.3759,-8.0445,-0.3693,6.9141,-14.3906,-9.6562,-1.1094,6.9141,0.0,0.0,0.0,0.0
5.400000000000034,385.103,385478.0,-20.0,1.0,1.0,-19.9434,86.4,-12.4781,-8.0812,-0.4065,6.8906,-14.5,-9.6953,-1.1484,6.8906,0.0,0.0,0.0,0.0
5.5,385.203,385578.0,-20.0,1.0,1.0,-20.3951,85.5,-12.427,-8.1032,-0.4065,6.9922,-14.4453,-9.7187,-1.1484,6.9922,0.0,0.0,0.0,0.0
5.600000000000023,385.303,385678.0,-20.0,1.0,1.0,-19.8831,86.5,-12.4416,-8.0299,-0.3618,6.8672,-14.4609,-9.6406,-1.1016,6.8672,0.0,0.0,0.0,0.0
5.7000000000000455,385.403,385778.0,-20.0,1.0,1.0,-20.0638,86.2,-12.427,-8.0299,-0.4139,6.8281,-14.4453,-9.6406,-1.1563,6.8281,0.0,0.0,0.0,0.0
5.800000000000011,385.503,385878.0,-20.0,1.0,1.0,-20.0337,86.2,-12.4051,-8.0592,-0.3097,6.7656,-14.4219,-9.6719,-1.0469,6.7656,0.0,0.0,0.0,0.0
5.900000000000034,385.603,385978.0,-20.0,1.0,1.0,-19.853,86.6,-12.427,-8.0225,-0.3618,6.8281,-14.4453,-9.6328,-1.1016,6.8281,0.0,0.0,0.0,0.0
6.0,385.703,386078.0,-20.0,1.0,1.0,-20.0036,86.3,-12.427,-7.9932,-0.2874,6.8203,-14.4453,-9.6016,-1.0234,6.8203,0.0,0.0,0.0,0.0
6.100000000000023,385.803,386178.0,-20.0,1.0,1.0,-19.7928,86.7,-12.3905,-8.0445,-0.3469,6.8281,-14.4062,-9.6562,-1.0859,6.8281,0.0,0.0,0.0,0.0
6.2000000000000455,385.903,386278.0,-20.0,1.0,1.0,-19.7928,86.7,-12.4124,-7.9932,-0.3618,6.8437,-14.4297,-9.6016,-1.1016,6.8437,0.0,0.0,0.0,0.0
6.300000000000011,386.003,386378.0,-20.0,1.0,1.0,-19.9133,86.5,-12.4124,-8.0225,-0.3618,6.8828,-14.4297,-9.6328,-1.1016,6.8828,0.0,0.0,0.0,0.0
6.400000000000034,386.103,386478.0,-20.0,1.0,1.0,-19.8831,86.5,-12.3905,-8.0299,-0.3321,6.9297,-14.4062,-9.6406,-1.0703,6.9297,0.0,0.0,0.0,0.0
6.5,386.203,386578.0,-20.0,1.0,1.0,-20.0638,86.2,-12.4124,-8.0079,-0.3693,6.9062,-14.4297,-9.6172,-1.1094,6.9062,0.0,0.0,0.0,0.0
6.600000000000023,386.303,386678.0,-20.0,1.0,1.0,-20.0337,86.2,-12.4124,-7.9859,-0.3618,6.8437,-14.4297,-9.5937,-1.1016,6.8437,0.0,0.0,0.0,0.0
6.7000000000000455,386.403,386778.0,-20.0,1.0,1.0,-19.8831,86.5,-12.4124,-8.0299,-0.3097,6.8281,-14.4297,-9.6406,-1.0469,6.8281,0.0,0.0,0.0,0.0
6.800000000000011,386.503,386878.0,-20.0,1.0,1.0,-19.9133,86.5,-12.427,-7.9932,-0.3321,6.8281,-14.4453,-9.6016,-1.0703,6.8281,0.0,0.0,0.0,0.0
6.900000000000034,386.603,386978.0,-20.0,1.0,1.0,-20.2144,85.9,-12.3393,-8.0299,-0.3469,6.7266,-14.3516,-9.6406,-1.0859,6.7266,0.0,0.0,0.0,0.0
7.0,386.703,387078.0,-20.0,1.0,1.0,-20.0638,86.2,-12.2809,-8.0079,-0.3469,6.8437,-14.2891,-9.6172,-1.0859,6.8437,0.0,0.0,0.0,0.0
7.100000000000023,386.803,387178.0,-20.0,1.0,1.0,-20.1843,85.9,-12.3686,-7.9932,-0.3097,6.9141,-14.3828,-9.6016,-1.0469,6.9141,0.0,0.0,0.0,0.0
7.2000000000000455,386.903,387278.0,-20.0,1.0,1.0,-20.0939,86.1,-12.4051,-8.0812,-0.2353,6.9062,-14.4219,-9.6953,-0.9688,6.9062,0.0,0.0,0.0,0.0
7.300000000000011,387.003,387378.0,-20.0,1.0,1.0,-19.9133,86.5,-12.5365,-8.0445,-0.2205,6.9453,-14.5625,-9.6562,-0.9531,6.9453,0.0,0.0,0.0,0.0
7.400000000000034,387.103,387478.0,-20.0,1.0,1.0,-20.0036,86.3,-12.3905,-8.0079,-0.3246,6.7812,-14.4062,-9.6172,-1.0625,6.7812,0.0,0.0,0.0,0.0
7.5,387.203,387578.0,-20.0,1.0,1.0,-19.9133,86.5,-12.3905,-7.9932,-0.2502,6.8047,-14.4062,-9.6016,-0.9844,6.8047,0.0,0.0,0.0,0.0
7.600000000000023,387.303,387678.0,-20.0,1.0,1.0,-19.7326,86.8,-12.3174,-7.9492,-0.2874,6.7891,-14.3281,-9.5547,-1.0234,6.7891,0.0,0.0,0.0,0.0
7.7000000000000455,387.403,387778.0,-20.0,1.0,1.0,-20.0337,86.2,-12.4124,-7.9932,-0.2874,6.7578,-14.4297,-9.6016,-1.0234,6.7578,0.0,0.0,0.0,0.0
7.800000000000011,387.503,387878.0,-20.0,1.0,1.0,-19.8229,86.7,-12.4416,-7.9712,-0.2949,6.7656,-14.4609,-9.5781,-1.0313,6.7656,0.0,0.0,0.0,0.0
7.900000000000034,387.603,387978.0,-20.0,1.0,1.0,-19.8831,86.5,-12.3905,-7.8759,-0.2577,6.7422,-14.4062,-9.4766,-0.9922,6.7422,0.0,0.0,0.0,0.0
8.0,387.703,388078.0,-20.0,1.0,1.0,-19.9133,86.5,-12.3759,-7.9492,-0.2874,6.9766,-14.3906,-9.5547,-1.0234,6.9766,0.0,0.0,0.0,0.0
8.100000000000023,387.803,388178.0,-20.0,1.0,1.0,-19.7627,86.8,-12.3174,-7.9712,-0.3246,6.9062,-14.3281,-9.5781,-1.0625,6.9062,0.0,0.0,0.0,0.0
8.200000000000045,387.903,388278.0,-20.0,1.0,1.0,-20.1241,86.1,-12.3905,-7.9346,-0.3321,6.8437,-14.4062,-9.5391,-1.0703,6.8437,0.0,0.0,0.0,0.0
8.300000000000011,388.003,388378.0,-20.0,1.0,1.0,-19.7627,86.8,-12.4635,-7.9932,-0.3321,6.8281,-14.4844,-9.6016,-1.0703,6.8281,0.0,0.0,0.0,0.0
8.400000000000034,388.103,388478.0,-20.0,1.0,1.0,-20.0036,86.3,-12.3905,-7.9859,-0.3321,6.9297,-14.4062,-9.5937,-1.0703,6.9297,0.0,0.0,0.0,0.0
8.5,388.203,388578.0,-20.0,1.0,1.0,-20.0939,86.1,-12.354,-7.9712,-0.2949,7.0,-14.3672,-9.5781,-1.0313,7.0,0.0,0.0,0.0,0.0
8.600000000000023,388.303,388678.0,-20.0,1.0,1.0,-19.9735,86.4,-12.4051,-8.0225,-0.2874,7.0547,-14.4219,-9.6328,-1.0234,7.0547,0.0,0.0,0.0,0.0
8.700000000000045,388.403,388778.0,-20.0,1.0,1.0,-19.7627,86.8,-12.4124,-8.0079,-0.4065,7.0625,-14.4297,-9.6172,-1.1484,7.0625,0.0,0.0,0.0,0.0
8.800000000000011,388.503,388878.0,-20.0,1.0,1.0,-19.8229,86.7,-12.354,-8.1032,-0.3693,6.9922,-14.3672,-9.7187,-1.1094,6.9922,0.0,0.0,0.0,0.0
8.900000000000034,388.603,388978.0,-20.0,1.0,1.0,-19.9434,86.4,-12.354,-8.0445,-0.3097,6.9297,-14.3672,-9.6562,-1.0469,6.9297,0.0,0.0,0.0,0.0
9.0,388.703,389078.0,-20.0,1.0,1.0,-20.0036,86.3,-12.4051,-7.9346,-0.2353,6.9062,-14.4219,-9.5391,-0.9688,6.9062,0.0,0.0,0.0,0.0
9.100000000000023,388.803,389178.0,-20.0,1.0,1.0,-19.7627,86.8,-12.3174,-7.9199,-0.3097,6.8828,-14.3281,-9.5234,-1.0469,6.8828,0.0,0.0,0.0,0.0
9.200000000000045,388.903,389278.0,-20.0,1.0,1.0,-19.7627,86.8,-12.4416,-7.9859,-0.2874,6.8516,-14.4609,-9.5937,-1.0234,6.8516,0.0,0.0,0.0,0.0
9.300000000000011,389.003,389378.0,-20.0,1.0,1.0,-19.853,86.6,-12.4781,-7.9492,-0.2725,6.8516,-14.5,-9.5547,-1.0078,6.8516,0.0,0.0,0.0,0.0
9.400000000000034,389.103,389478.0,-20.0,1.0,1.0,-19.8831,86.6,-12.354,-7.9932,-0.3618,6.7266,-14.3672,-9.6016,-1.1016,6.7266,0.0,0.0,0.0,0.0
9.5,389.203,389578.0,-20.0,1.0,1.0,-19.8229,86.7,-12.354,-7.9346,-0.4362,6.7891,-14.3672,-9.5391,-1.1797,6.7891,0.0,0.0,0.0,0.0
9.600000000000023,389.303,389678.0,-20.0,1.0,1.0,-19.7627,86.8,-12.4051,-7.9859,-0.3841,6.7187,-14.4219,-9.5937,-1.125,6.7187,0.0,0.0,0.0,0.0
9.700000000000045,389.403,389778.0,-20.0,1.0,1.0,-20.3348,85.7,-12.4489,-7.9859,-0.3321,6.9453,-14.4687,-9.5937,-1.0703,6.9453,0.0,0.0,0.0,0.0
9.800000000000011,389.503,389878.0,-20.0,1.0,1.0,-19.8229,86.7,-12.3905,-7.9932,-0.3097,7.0937,-14.4062,-9.6016,-1.0469,7.0937,0.0,0.0,0.0,0.0
9.900000000000034,389.603,389978.0,-20.0,1.0,1.0,-19.5518,87.2,-12.2809,-8.0592,-0.3469,7.0547,-14.2891,-9.6719,-1.0859,7.0547,0.0,0.0,0.0,0.0
10.0,389.703,390078.0,-20.0,1.0,1.0,-19.7024,86.9,-12.2955,-7.9859,-0.3321,7.3125,-14.3047,-9.5937,-1.0703,7.3125,0.0,0.0,0.0,0.0
10.100000000000023,389.803,390178.0,-20.0,1.0,1.0,-19.9133,86.5,-12.3393,-8.0079,-0.3097,7.4922,-14.3516,-9.6172,-1.0469,7.4922,0.0,0.0,0.0,0.0
10.200000000000045,389.903,390278.0,-20.0,1.0,1.0,-20.0638,86.2,-12.4124,-7.9859,-0.2949,7.5625,-14.4297,-9.5937,-1.0313,7.5625,0.0,0.0,0.0,0.0
10.300000000000011,390.003,390378.0,-20.0,1.0,1.0,-19.7326,86.9,-12.3759,-8.0225,-0.2874,7.7422,-14.3906,-9.6328,-1.0234,7.7422,0.0,0.0,0.0,0.0
10.400000000000034,390.103,390478.0,-20.0,1.0,1.0,-19.9133,86.5,-12.3393,-7.8759,-0.3246,7.8672,-14.3516,-9.4766,-1.0625,7.8672,0.0,0.0,0.0,0.0
10.5,390.203,390578.0,-20.0,1.0,1.0,-20.0337,86.3,-12.332,-7.9346,-0.3097,7.9141,-14.3437,-9.5391,-1.0469,7.9141,0.0,0.0,0.0,0.0
10.600000000000023,390.303,390678.0,-20.0,1.0,1.0,-19.7326,86.9,-12.3759,-8.0225,-0.3321,7.7656,-14.3906,-9.6328,-1.0703,7.7656,0.0,0.0,0.0,0.0
10.700000000000045,390.403,390778.0,-20.0,1.0,1.0,-20.0036,86.4,-12.4854,-8.0665,-0.3469,7.7109,-14.5078,-9.6797,-1.0859,7.7109,0.0,0.0,0.0,0.0
10.800000000000011,390.503,390878.0,-20.0,1.0,1.0,-19.9133,86.5,-12.427,-8.0225,-0.3693,7.625,-14.4453,-9.6328,-1.1094,7.625,0.0,0.0,0.0,0.0
10.900000000000034,390.603,390978.0,-20.0,1.0,1.0,-20.0036,86.4,-12.427,-8.0958,-0.3618,7.5781,-14.4453,-9.7109,-1.1016,7.5781,0.0,0.0,0.0,0.0
11.0,390.703,391078.0,-20.0,1.0,1.0,-19.6422,87.1,-12.3759,-8.1032,-0.3618,7.4922,-14.3906,-9.7187,-1.1016,7.4922,0.0,0.0,0.0,0.0
11.100000000000023,390.803,391178.0,-20.0,1.0,1.0,-20.0036,86.4,-12.3905,-7.9859,-0.3618,7.4687,-14.4062,-9.5937,-1.1016,7.4687,0.0,0.0,0.0,0.0
11.200000000000045,390.903,391278.0,-20.0,1.0,1.0,-20.0939,86.2,-12.427,-7.9859,-0.4065,7.3906,-14.4453,-9.5937,-1.1484,7.3906,0.0,0.0,0.0,0.0
11.300000000000011,391.003,391378.0,-20.0,1.0,1.0,-19.7326,86.9,-12.4051,-8.0299,-0.4065,7.25,-14.4219,-9.6406,-1.1484,7.25,0.0,0.0,0.0,0.0
11.400000000000034,391.103,391478.0,-20.0,1.0,1.0,-19.7627,86.9,-12.4416,-7.9565,-0.4065,7.3047,-14.4609,-9.5625,-1.1484,7.3047,0.0,0.0,0.0,0.0
11.5,391.203,391578.0,-20.0,1.0,1.0,-19.7326,86.9,-12.3905,-8.0958,-0.3246,7.3516,-14.4062,-9.7109,-1.0625,7.3516,0.0,0.0,0.0,0.0
11.600000000000023,391.303,391678.0,-20.0,1.0,1.0,-19.9133,86.6,-12.332,-8.0225,-0.3841,7.2187,-14.3437,-9.6328,-1.125,7.2187,0.0,0.0,0.0,0.0
11.700000000000045,391.403,391778.0,-20.0,1.0,1.0,-19.7928,86.8,-12.332,-8.0225,-0.3246,7.3281,-14.3437,-9.6328,-1.0625,7.3281,0.0,0.0,0.0,0.0
