# date_time: 2026-03-24T12:50:58
# com_port: COM3
# baud_rate: 115200
# profile_name: staircase_characterization
# setpoint_sequence: 5,0,-5,-10,-15,-18
# tolerance_band_c: 0.5
# stabilization_dwell_s: 300
# post_stabilization_dwell_s: 300
# max_hold_s: 900
# continue_on_timeout: 1
# slope_limit_c_per_min: 0.05
# slope_window_s: 60
# pid_kp: 2.5633
# pid_ki: 0.039
# pid_kd: 0.4034
# firmware_version: cryostage_characterization_v3_rtdfault_ignored
#
row_type,host_time_iso,panel_t_s,ts,event,event_detail,set,pid,armed,T_cal,T_raw,power,T3,T7,T12,Tamb,char_en,char_state,char_step,char_total,char_target,char_time_s,stable,timeout,char_in_band,char_filtered,char_slope,fault,fault_msg,fw
event,2026-03-24T12:50:58,21.333,2721165.0,recording_started,,-5.0,0.0,0.0,9.0552,8.9889,0.0,12.2774,13.6933,15.6479,23.125,0.0,IDLE,0.0,6.0,nan,0.0,0.0,0.0,0.0,9.0431,0.00812,0.0,none,cryostage_characterization_v3_rtdfault_ignored
telemetry,2026-03-24T12:50:58,21.443,2721275.0,,,-5.0,0.0,0.0,9.0546,9.05,0.0,12.2482,13.7519,15.6404,23.1875,0.0,IDLE,0.0,6.0,nan,0.0,0.0,0.0,0.0,9.0438,0.00812,0.0,none,cryostage_characterization_v3_rtdfault_ignored
telemetry,2026-03-24T12:50:58,21.553,2721385.0,,,-5.0,0.0,0.0,9.0504,9.0194,0.0,12.1314,13.7519,15.7223,23.2734,0.0,IDLE,0.0,6.0,nan,0.0,0.0,0.0,0.0,9.0414,0.00812,0.0,none,cryostage_characterization_v3_rtdfault_ignored
telemetry,2026-03-24T12:50:59,21.663,2721495.0,,,-5.0,0.0,0.0,9.0467,8.9889,0.0,12.2774,13.7299,15.7074,23.25,0.0,IDLE,0.0,6.0,nan,0.0,0.0,0.0,0.0,9.0361,0.00812,0.0,none,cryostage_characterization_v3_rtdfault_ignored
telemetry,2026-03-24T12:50:59,21.773,2721605.0,,,-5.0,0.0,0.0,9.0397,8.9586,0.0,12.219,13.7593,15.6999,23.2266,0.0,IDLE,0.0,6.0,nan,0.0,0.0,0.0,0.0,9.0284,-0.02302,0.0,none,cryostage_characterization_v3_rtdfault_ignored
telemetry,2026-03-24T12:50:59,21.884,2721716.0,,,-5.0,0.0,0.0,9.0336,9.05,0.0,12.2701,13.7739,15.7074,23.2031,0.0,IDLE,0.0,6.0,nan,0.0,0.0,0.0,0.0,9.0305,-0.02302,0.0,none,cryostage_characterization_v3_rtdfault_ignored
telemetry,2026-03-24T12:50:59,21.994,2721826.0,,,-5.0,0.0,0.0,9.0283,8.9889,0.0,12.1898,13.7373,15.6999,23.2031,0.0,IDLE,0.0,6.0,nan,0.0,0.0,0.0,0.0,9.0264,-0.02302,0.0,none,cryostage_characterization_v3_rtdfault_ignored
telemetry,2026-03-24T12:50:59,22.104,2721936.0,,,-5.0,0.0,0.0,9.0272,9.0194,0.0,12.2701,13.8106,15.7297,23.2266,0.0,IDLE,0.0,6.0,nan,0.0,0.0,0.0,0.0,9.0257,-0.02302,0.0,none,cryostage_characterization_v3_rtdfault_ignored
telemetry,2026-03-24T12:50:59,22.214,2722046.0,,,-5.0,0.0,0.0,9.0263,9.0194,0.0,12.2701,13.7299,15.7818,23.2266,0.0,IDLE,0.0,6.0,nan,0.0,0.0,0.0,0.0,9.025,-0.02302,0.0,none,cryostage_characterization_v3_rtdfault_ignored
telemetry,2026-03-24T12:50:59,22.324,2722156.0,,,-5.0,0.0,0.0,9.0255,9.05,0.0,12.1898,13.7959,15.7818,23.2031,0.0,IDLE,0.0,6.0,nan,0.0,0.0,0.0,0.0,9.0275,-0.02302,0.0,none,cryostage_characterization_v3_rtdfault_ignored
telemetry,2026-03-24T12:50:59,22.434,2722266.0,,,-5.0,0.0,0.0,9.0247,9.0194,0.0,12.1898,13.7373,15.6479,23.2266,0.0,IDLE,0.0,6.0,nan,0.0,0.0,0.0,0.0,9.0267,-0.02302,0.0,none,cryostage_characterization_v3_rtdfault_ignored
